CAS Number,Name,WSol (mg/L),WS Temp,WS type,Wsol Reference,VP (mm Hg),VP Temp,VP type,VP Reference,HenryLC (atm-m3/mole),HLC Temp,HLC type,HenryLC Reference
2136-99-4,"2,2',3,3',5,5',6,6'-OCTACHLOROBIPHENYL",0.000147,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",3.93e-06,25.0,EXP,"HINCKLEY,DA ET AL. (1990)",1.8e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
2164-08-1,LENACIL,6.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.5e-09,25.0,EXP,"TOMLIN,C (1997)",7.71e-11,25.0,EST,VP/WSOL
2164-17-2,FLUOMETURON,110.0,22.0,EXP,USDA PESTICIDE PROPERTIES DATABASE,9.38e-07,25.0,EXP,"TOMLIN,C (1997)",2.61e-09,25.0,EST,VP/WSOL
2189-60-8,OCTYLBENZENE,0.066,25.0,EXP,"WASIK,SP ET AL. (1981)",0.0113,25.0,EXP,"YAWS,CL (1994B)",0.0429,25.0,EST,VP/WSOL
2207-01-4,"1,2-DIMETHYLCYCLOHEXANE (CIS)",6.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",14.5,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.357,25.0,EST,VP/WSOL
2207-04-7,"1,4-DIMETHYLCYCLOHEXANE (TRANS)",3.84,25.0,EXP,"SHAW,DG (1989)",22.7,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.873,25.0,EST,VP/WSOL
2212-67-1,MOLINATE,970.0,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",0.0056,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",4.1e-06,20.0,EXP,"SAGEBIEL,JC ET AL. (1992)"
2216-34-4,4-METHYLOCTANE,0.115,25.0,EXP,"KERTES,AS (1989)",6.83,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",10.0,25.0,EST,VP/WSOL
2217-02-9,(+)-Fenchol,828.0,25.0,EXP,"FICHAN,I ET AL. (1999)",0.113,25.0,EXP,"FICHAN,I ET AL. (1999)",2.77e-05,25.0,EST,VP/WSOL
2227-17-0,DIENOCHLOR,0.025,20.0,EXP,"TOMLIN,C (1994)",2.18e-06,25.0,EXT,"TOMLIN,C (1997)",5.46e-05,25.0,EST,VP/WSOL
2234-13-1,OCTACHLORONAPHTHALENE,8e-05,22.0,EXP,"OPPERHUIZEN,A (1986)",1.1e-08,25.0,EXT,"LEI,YD ET AL. (1999)",0.000731,25.0,EST,VP/WSOL
2274-67-1,"PHOSPHORIC ACID,2-CHLORO-(2,4-DICHLOROPHENYL)VIN",130.0,20.0,EXP,"TOMLIN,C (1994)",9.75e-06,25.0,EXP,"TOMLIN,C (1997)",3.27e-08,25.0,EST,VP/WSOL
2278-22-0,PEROXYACETYLNITRATE,146000.0,25.0,EST,"MEYLAN,WM ET AL. (1996)",29.2,25.0,EXP,"BRUCKMANN,PW & WILLNER,H (1983)",0.000278,25.0,EXP,"GAFFNEY,JS ET AL. (1987)"
2303-16-4,DIALLATE,14.0,25.0,EXP,"WORTHING,CR & WALKER,SB (1983)",0.00015,25.0,EXP,"WORTHING,CR & WALKER,SB (1983)",3.8e-06,25.0,EST,VP/WSOL
2303-17-5,TRIALLATE,4.0,25.0,EXP,"TOMLIN,C (1997)",0.00012,25.0,EXP,"TOMLIN,C (1997)",1.2e-05,25.0,EST,VP/WSOL
2312-35-8,PROPARGITE,0.215,25.0,EXP,"TOMLIN,C (2003)",3e-07,25.0,EXP,"TOMLIN,C (2003)",6.4e-07,25.0,EST,VP/WSOL
2363-89-5,2-OCTENAL,613.0,25.0,EST,"MEYLAN,WM ET AL. (1996)",0.86,25.0,EST,"NEELY,WB & BLAU,GE (1985)",7.34e-05,25.0,EXP,"BUTTERY,RG ET AL. (1971)"
2367-82-0,"1,2,3,5-TETRAFLUOROBENZENE",742.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",73.3,25.0,EXP,"BOUBLIK,T ET AL. (1984)",0.0195,25.0,EST,VP/WSOL
2385-85-5,MIREX,0.085,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",8e-07,25.0,EXP,"AUGUSTIJN-BECKERS,PWM ET AL. (1994)",0.000811,25.0,EXP,"YIN,C & HASSETT,JP (1986)"
2416-94-6,"2,3,6-TRIMETHYLPHENOL",1580.0,25.0,EXP,"WASIK,SP ET AL. (1981)",0.0347,25.0,EXT,"BAGLAY,AK ET AL. (1988)",3.94e-06,25.0,EST,VP/WSOL
2425-06-1,CAPTAFOL,1.4,22.0,EXP,"WORTHING,CR & WALKER,SB (1987)",1.5e-08,,EXT,"KIM,K (1997A)",4.92e-09,25.0,EST,VP/WSOL
2425-10-7,"3,4-DIMEPHENYL N-METHYLCARBAMATE",580.0,20.0,EXP,"TOMLIN,C (1994)",0.000578,25.0,EXP,"WATANABE,T (1993)",1.05e-07,25.0,EST,VP/WSOL
2426-08-6,GLYCIDYL N-BUTYL ETHER,20000.0,20.0,EXP,"PATTY'S; 5th ed, 6:1046 (2001)",3.2,25.0,EXP,"LEWIS,RJ (2001)",2.47e-05,25.0,EST,VP/WSOL
2437-79-8,"2,2',4,4'-TETRACHLOROBIPHENYL",0.0541,22.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",8.63e-05,25.0,EXP,"SHIU,WY & MACKAY,D (1986)",0.00019,25.0,EXP,"BRUNNER,S ET AL. (1990)"
2439-01-2,OXYTHIOQUINOX,1.0,20.0,EXP,"TOMLIN,C (2003)",2e-07,20.0,EXP,"TOMLIN,C (2003)",6.17e-08,20.0,EST,VP/WSOL
2439-10-3,DODINE,630.0,25.0,EXP,"GUNTHER,FA ET AL. (1968)",1.5e-07,25.0,EXP,"WEBER,JB (1994)",9.01e-11,25.0,EST,VP/WSOL
2463-84-5,DICAPTHON,14.7,20.0,EXP,"BOWMAN,BT & SANS,WW (1983)",3.6e-06,20.0,EXP,"FREED,VH ET AL. (1979A)",9.59e-08,20.0,EST,VP/WSOL
2475-44-7,"1,4-BIS(METHYLAMINO)ANTHRAQUINONE",0.037,25.0,EXP,"BAUGHMAN,GL & PERENICH,TA (1988)",2e-11,25.0,EXT,"BAUGHMAN,GL & PERENICH,TA (1988)",1.89e-10,25.0,EST,VP/WSOL
2475-45-8,"1,4,5,8-TETRAAMINOANTHRAQUINONE",0.03,25.0,EXP,"KUROIWA,S & OGASAWARA,S (1973)",1.8e-08,25.0,EXT,"BAUGHMAN,GL & PERENICH,TA (1988)",2.12e-07,25.0,EST,VP/WSOL
